cnn_row,seq_id,fold,source,class_label,target_frame_path
483,051438138504de2b3f7a5e00c82d1d93,train,training,straight,data/processed/waymo_e2e/training/051438138504de2b3f7a5e00c82d1d93_29.npz
484,9c737484c5fc491d2084fd88cc2deaa7,train,training,straight,data/processed/waymo_e2e/training/9c737484c5fc491d2084fd88cc2deaa7_30.npz
485,2d87ecfaa58c09cc9a101a8a75f67cc4,train,training,right-turn,data/processed/waymo_e2e/training/2d87ecfaa58c09cc9a101a8a75f67cc4_10.npz
486,b445bc300455855f999e8b8ae8eea6ee,train,training,right-turn,data/processed/waymo_e2e/training/b445bc300455855f999e8b8ae8eea6ee_141.npz
487,55eae1c58c3580a3a5ad5423ebd392f1,train,training,left-turn,data/processed/waymo_e2e/training/55eae1c58c3580a3a5ad5423ebd392f1_29.npz
488,032e50866c794f199c62aa9ee17de3c6,train,training,right-turn,data/processed/waymo_e2e/training/032e50866c794f199c62aa9ee17de3c6_148.npz
489,4f0ae99af3b4cbe0305f8d49f25c3968,train,training,right-turn,data/processed/waymo_e2e/training/4f0ae99af3b4cbe0305f8d49f25c3968_61.npz
490,0740a98ecd0fd75192ae56d8c86913da,train,training,straight,data/processed/waymo_e2e/training/0740a98ecd0fd75192ae56d8c86913da_224.npz
491,59d3145e043ca4d10696954a6dfa5d83,train,training,right-turn,data/processed/waymo_e2e/training/59d3145e043ca4d10696954a6dfa5d83_110.npz
492,8eb4a9c6257b2139c55ec893315776ff,train,training,left-turn,data/processed/waymo_e2e/training/8eb4a9c6257b2139c55ec893315776ff_188.npz
493,38e0028c52d4b6fcff383c789c7d7b3d,train,training,straight,data/processed/waymo_e2e/training/38e0028c52d4b6fcff383c789c7d7b3d_11.npz
494,37a2c25c4226c2a1933b86223d24be3c,train,training,straight,data/processed/waymo_e2e/training/37a2c25c4226c2a1933b86223d24be3c_10.npz
495,4acc516ad699822ad2b4fa2dcd08a515,train,training,left-turn,data/processed/waymo_e2e/training/4acc516ad699822ad2b4fa2dcd08a515_61.npz
496,82649326289254de94a5eb3f9904b40d,train,training,straight,data/processed/waymo_e2e/training/82649326289254de94a5eb3f9904b40d_10.npz
497,dfa20c65dcc57c6ccabc47a7cc96d13f,train,val,right-turn,data/processed/waymo_e2e/val/dfa20c65dcc57c6ccabc47a7cc96d13f_80.npz
498,38561ca659f7ba32383f3f1cad122546,train,val,right-turn,data/processed/waymo_e2e/val/38561ca659f7ba32383f3f1cad122546_213.npz
499,e3e6244899ebdbf1a0d0d45fc513b34c,train,val,straight,data/processed/waymo_e2e/val/e3e6244899ebdbf1a0d0d45fc513b34c_159.npz
500,801a330a4f575841d82bd5200e2c4fb2,train,val,straight,data/processed/waymo_e2e/val/801a330a4f575841d82bd5200e2c4fb2_10.npz
501,c41dfef583199fd4912f1e96c95bf142,train,training,straight,data/processed/waymo_e2e/training/c41dfef583199fd4912f1e96c95bf142_31.npz
502,ba6a7f3fdf5379ec6c40a8d6c95c8817,train,training,straight,data/processed/waymo_e2e/training/ba6a7f3fdf5379ec6c40a8d6c95c8817_30.npz
503,60578ba5e1576df80787d7669c177aea,train,training,straight,data/processed/waymo_e2e/training/60578ba5e1576df80787d7669c177aea_31.npz
504,47bbd6975899713ba839ec3ed69c31a6,train,training,right-turn,data/processed/waymo_e2e/training/47bbd6975899713ba839ec3ed69c31a6_159.npz
505,567443cab762895c5a05acc838764f96,train,val,straight,data/processed/waymo_e2e/val/567443cab762895c5a05acc838764f96_10.npz
506,cc60f63b7db1aa0e929c9ad92c13a6f6,train,training,right-turn,data/processed/waymo_e2e/training/cc60f63b7db1aa0e929c9ad92c13a6f6_56.npz
507,41314439f50b64452b17eafdd45af169,train,training,straight,data/processed/waymo_e2e/training/41314439f50b64452b17eafdd45af169_30.npz
508,37505ec1a87c9ea4ac3c7c42928595e8,train,training,left-turn,data/processed/waymo_e2e/training/37505ec1a87c9ea4ac3c7c42928595e8_131.npz
509,dde512e476caa3f4f7bffcf79c4bee00,train,training,right-turn,data/processed/waymo_e2e/training/dde512e476caa3f4f7bffcf79c4bee00_111.npz
510,1197093242c6d610cc8349db6fcad5ab,train,training,straight,data/processed/waymo_e2e/training/1197093242c6d610cc8349db6fcad5ab_17.npz
511,c383a9ab31bc71e3e704fa3c974c8ff8,train,val,left-turn,data/processed/waymo_e2e/val/c383a9ab31bc71e3e704fa3c974c8ff8_9.npz
512,a6c6dc17f8aa466daecd1e0963439ce2,train,training,right-turn,data/processed/waymo_e2e/training/a6c6dc17f8aa466daecd1e0963439ce2_29.npz
513,1f9b7592919fd6f3c8c420c713b063c8,train,training,straight,data/processed/waymo_e2e/training/1f9b7592919fd6f3c8c420c713b063c8_31.npz
514,b3067d0af56ffc8a9e261d2ec6d658cd,train,val,straight,data/processed/waymo_e2e/val/b3067d0af56ffc8a9e261d2ec6d658cd_10.npz
515,a9a744fc340268d422af667ea405555b,train,training,straight,data/processed/waymo_e2e/training/a9a744fc340268d422af667ea405555b_30.npz
516,a0ba2c3acdb180496107132d7fed96bd,train,training,left-turn,data/processed/waymo_e2e/training/a0ba2c3acdb180496107132d7fed96bd_210.npz
517,c57453d3654656874dc9d295496bc2b2,train,training,left-turn,data/processed/waymo_e2e/training/c57453d3654656874dc9d295496bc2b2_31.npz
518,f98fc72e6c3fff85057a6fc1704f3134,train,training,left-turn,data/processed/waymo_e2e/training/f98fc72e6c3fff85057a6fc1704f3134_177.npz
519,ff09933579ff7254195bf437753d8364,train,training,right-turn,data/processed/waymo_e2e/training/ff09933579ff7254195bf437753d8364_30.npz
520,e08ca04248b631525982475ad04f49be,train,training,straight,data/processed/waymo_e2e/training/e08ca04248b631525982475ad04f49be_9.npz
521,d5ac206f3229513642b036dab5592317,train,training,straight,data/processed/waymo_e2e/training/d5ac206f3229513642b036dab5592317_29.npz
522,14c7e1fff8a921e9afb6fb37ca523aac,train,training,left-turn,data/processed/waymo_e2e/training/14c7e1fff8a921e9afb6fb37ca523aac_53.npz
523,ce3cb9231c05c659f37278a38b9b2a1b,train,training,left-turn,data/processed/waymo_e2e/training/ce3cb9231c05c659f37278a38b9b2a1b_207.npz
524,ebbfd48bfa7fc154b4ce89368b78beb5,train,training,right-turn,data/processed/waymo_e2e/training/ebbfd48bfa7fc154b4ce89368b78beb5_132.npz
525,474a369cbdce69432665f10ee171ac55,train,val,straight,data/processed/waymo_e2e/val/474a369cbdce69432665f10ee171ac55_9.npz
526,6c6b5761382617b2d37cd7f4cc2f2aba,train,training,straight,data/processed/waymo_e2e/training/6c6b5761382617b2d37cd7f4cc2f2aba_30.npz
527,f051fdcc38a1a20b0a8a080745272a12,train,val,left-turn,data/processed/waymo_e2e/val/f051fdcc38a1a20b0a8a080745272a12_11.npz
528,ff5fb8bfcd0528c1908a5ba0c2cf688e,train,training,right-turn,data/processed/waymo_e2e/training/ff5fb8bfcd0528c1908a5ba0c2cf688e_29.npz
529,dfa2bfbb5e7a04157134d2a29a14078d,train,training,straight,data/processed/waymo_e2e/training/dfa2bfbb5e7a04157134d2a29a14078d_29.npz
530,c883669bb2e877b81be219764cd0ebeb,train,training,straight,data/processed/waymo_e2e/training/c883669bb2e877b81be219764cd0ebeb_29.npz
531,b80c9c6ed4209a90c988f238602d89d4,train,val,straight,data/processed/waymo_e2e/val/b80c9c6ed4209a90c988f238602d89d4_10.npz
532,44e265ef426dac9a045b82c329890fae,train,training,right-turn,data/processed/waymo_e2e/training/44e265ef426dac9a045b82c329890fae_137.npz
533,740115b5a8ae4342b2ccb7747b91502a,train,training,left-turn,data/processed/waymo_e2e/training/740115b5a8ae4342b2ccb7747b91502a_112.npz
534,c1b025ee95af51ea66623e5d17e94fab,train,val,straight,data/processed/waymo_e2e/val/c1b025ee95af51ea66623e5d17e94fab_11.npz
535,ff02dea4f3dae8e8f6ddf3c787caff11,train,training,straight,data/processed/waymo_e2e/training/ff02dea4f3dae8e8f6ddf3c787caff11_30.npz
536,35ce701953e63ee12189493ff16c4449,train,training,left-turn,data/processed/waymo_e2e/training/35ce701953e63ee12189493ff16c4449_134.npz
537,62d8270da2d3c4c0b6b4edb5bd66b0a2,train,training,straight,data/processed/waymo_e2e/training/62d8270da2d3c4c0b6b4edb5bd66b0a2_31.npz
538,9e336cb93148fd1b9158bdcce59ed95d,train,training,left-turn,data/processed/waymo_e2e/training/9e336cb93148fd1b9158bdcce59ed95d_83.npz
539,f58e97e14aace50080ca50c8849625d5,train,training,left-turn,data/processed/waymo_e2e/training/f58e97e14aace50080ca50c8849625d5_151.npz
540,d9ccdf1a61a8ad9331d5034a6c6e3a86,train,training,straight,data/processed/waymo_e2e/training/d9ccdf1a61a8ad9331d5034a6c6e3a86_76.npz
541,dd5552cc13f3c0dc5c655bd5094d19c3,train,training,left-turn,data/processed/waymo_e2e/training/dd5552cc13f3c0dc5c655bd5094d19c3_151.npz
542,5a2b3c3dec879963809d50f496e2cad8,train,training,straight,data/processed/waymo_e2e/training/5a2b3c3dec879963809d50f496e2cad8_10.npz
543,214541b5720cc9ff0efb4b6b4b87ce1e,train,training,straight,data/processed/waymo_e2e/training/214541b5720cc9ff0efb4b6b4b87ce1e_30.npz
544,3e1cfb4f5b453f8f1b3ba9809216d5e0,train,training,straight,data/processed/waymo_e2e/training/3e1cfb4f5b453f8f1b3ba9809216d5e0_118.npz
545,29595e6da9c295852ce15eaee787fb9a,train,training,straight,data/processed/waymo_e2e/training/29595e6da9c295852ce15eaee787fb9a_30.npz
546,dcd904e239037cc6b4b036b95305a2d2,train,training,right-turn,data/processed/waymo_e2e/training/dcd904e239037cc6b4b036b95305a2d2_158.npz
547,f76d3bb5e19a92fa7d66b77fee1b8f37,train,training,straight,data/processed/waymo_e2e/training/f76d3bb5e19a92fa7d66b77fee1b8f37_30.npz
548,22040b1b7ac11f8bc24ad03bbda6d394,train,training,left-turn,data/processed/waymo_e2e/training/22040b1b7ac11f8bc24ad03bbda6d394_30.npz
549,b5dfd7d31972c92209ef54c811d1ed77,train,training,left-turn,data/processed/waymo_e2e/training/b5dfd7d31972c92209ef54c811d1ed77_10.npz
550,c38a7529c4422d96f2239b3f415b46c0,train,training,straight,data/processed/waymo_e2e/training/c38a7529c4422d96f2239b3f415b46c0_10.npz
551,324a1e8ed718b9a3034ab6adfb536151,train,training,right-turn,data/processed/waymo_e2e/training/324a1e8ed718b9a3034ab6adfb536151_29.npz
552,a10e8ed3e40d0666cf93a5ade221e5ab,train,training,straight,data/processed/waymo_e2e/training/a10e8ed3e40d0666cf93a5ade221e5ab_31.npz
553,e6a1530b518e717eae66720c2566ded3,train,training,right-turn,data/processed/waymo_e2e/training/e6a1530b518e717eae66720c2566ded3_127.npz
554,85997a48a48104970ad9347a6edba214,train,training,left-turn,data/processed/waymo_e2e/training/85997a48a48104970ad9347a6edba214_118.npz
555,2ab86eec6b8ffac329baa5f0077e396e,train,training,right-turn,data/processed/waymo_e2e/training/2ab86eec6b8ffac329baa5f0077e396e_210.npz
556,6974ef56bd2649be001090dddb0b5077,train,training,right-turn,data/processed/waymo_e2e/training/6974ef56bd2649be001090dddb0b5077_221.npz
557,4114fc22dfe5b28572e503ee4ed21636,train,val,left-turn,data/processed/waymo_e2e/val/4114fc22dfe5b28572e503ee4ed21636_10.npz
558,7e65cbe0cdb38fb5604ea173f5b95564,train,training,right-turn,data/processed/waymo_e2e/training/7e65cbe0cdb38fb5604ea173f5b95564_36.npz
559,ede398b2c8feb3d9a16b0dcb957fe20a,train,training,straight,data/processed/waymo_e2e/training/ede398b2c8feb3d9a16b0dcb957fe20a_31.npz
560,e0de66a6043cccba017ce688d4782508,train,training,straight,data/processed/waymo_e2e/training/e0de66a6043cccba017ce688d4782508_30.npz
561,746a543769d5d8a0e2cf2324d08396cb,train,training,straight,data/processed/waymo_e2e/training/746a543769d5d8a0e2cf2324d08396cb_63.npz
562,f5c2f0650b389b867b4db9a1848c2993,train,training,straight,data/processed/waymo_e2e/training/f5c2f0650b389b867b4db9a1848c2993_30.npz
563,e820880d95e9ffad0178cf5726ea081e,train,training,straight,data/processed/waymo_e2e/training/e820880d95e9ffad0178cf5726ea081e_133.npz
564,ec997d42ae3bd6606e498944d5f7ba09,train,training,left-turn,data/processed/waymo_e2e/training/ec997d42ae3bd6606e498944d5f7ba09_76.npz
565,4e2aa4f7bb92e68d6533876152548ef9,train,val,right-turn,data/processed/waymo_e2e/val/4e2aa4f7bb92e68d6533876152548ef9_26.npz
566,75547e1fe31a940010e857cb92de8736,train,training,straight,data/processed/waymo_e2e/training/75547e1fe31a940010e857cb92de8736_121.npz
567,8af90c1849bdd98e182a76d4a3d6385c,train,training,left-turn,data/processed/waymo_e2e/training/8af90c1849bdd98e182a76d4a3d6385c_39.npz
568,98ce7df65a9dd284fec2af85828d6c1e,train,training,straight,data/processed/waymo_e2e/training/98ce7df65a9dd284fec2af85828d6c1e_29.npz
569,4e9f3d7a36498126c1d8a50acc86fb0b,train,val,right-turn,data/processed/waymo_e2e/val/4e9f3d7a36498126c1d8a50acc86fb0b_209.npz
570,24d9f46a085987f998d5df96e11f0b92,train,val,left-turn,data/processed/waymo_e2e/val/24d9f46a085987f998d5df96e11f0b92_153.npz
571,693754d2c3954ce0b2aef9fe755f42d3,train,training,right-turn,data/processed/waymo_e2e/training/693754d2c3954ce0b2aef9fe755f42d3_142.npz
572,c26fc0e72c709039bf9747356137970a,train,val,right-turn,data/processed/waymo_e2e/val/c26fc0e72c709039bf9747356137970a_138.npz
573,ea980c5d86668bb6fddb5e870429ea35,train,training,left-turn,data/processed/waymo_e2e/training/ea980c5d86668bb6fddb5e870429ea35_162.npz
574,cab6d3c2e5e831fa07c7ff1724bb72aa,train,val,right-turn,data/processed/waymo_e2e/val/cab6d3c2e5e831fa07c7ff1724bb72aa_9.npz
575,f1f3805edea9c96cb8b900d6839aab79,train,training,left-turn,data/processed/waymo_e2e/training/f1f3805edea9c96cb8b900d6839aab79_122.npz
576,94492f4267c103f8297acd28a4cebe8c,train,training,straight,data/processed/waymo_e2e/training/94492f4267c103f8297acd28a4cebe8c_11.npz
577,d3ba9c4f68cae824f21a47df10bb01bc,train,training,straight,data/processed/waymo_e2e/training/d3ba9c4f68cae824f21a47df10bb01bc_129.npz
578,f1df13fe6a92bcbb9a22ed93ea20cd35,train,training,straight,data/processed/waymo_e2e/training/f1df13fe6a92bcbb9a22ed93ea20cd35_27.npz
579,73bc57403cd930d538eb7bfeddc2f237,train,training,straight,data/processed/waymo_e2e/training/73bc57403cd930d538eb7bfeddc2f237_30.npz
580,bb5d423dca182a8860d61c321ec47f80,train,training,right-turn,data/processed/waymo_e2e/training/bb5d423dca182a8860d61c321ec47f80_177.npz
581,1a11d93bc5d7d5983c7f4d4a0f86dcb0,train,val,straight,data/processed/waymo_e2e/val/1a11d93bc5d7d5983c7f4d4a0f86dcb0_10.npz
582,e5b0127cfb1faa95765e237508a1889f,train,training,right-turn,data/processed/waymo_e2e/training/e5b0127cfb1faa95765e237508a1889f_127.npz
583,3505a601667026c7df4b21cf1852057d,train,training,right-turn,data/processed/waymo_e2e/training/3505a601667026c7df4b21cf1852057d_172.npz
584,e65985cb7cf33cb1208c99d7dc208d88,train,training,straight,data/processed/waymo_e2e/training/e65985cb7cf33cb1208c99d7dc208d88_84.npz
585,834d2c0bd08dddbcb9501fdd7520072d,train,training,left-turn,data/processed/waymo_e2e/training/834d2c0bd08dddbcb9501fdd7520072d_155.npz
586,1d732e8e41368d7dcf7daf5d8e8db245,train,training,left-turn,data/processed/waymo_e2e/training/1d732e8e41368d7dcf7daf5d8e8db245_143.npz
587,d1a4b4d8b758649fd26802a5a623028a,train,training,left-turn,data/processed/waymo_e2e/training/d1a4b4d8b758649fd26802a5a623028a_170.npz
588,dfbe483156dcde727471ef2b6647007b,train,training,right-turn,data/processed/waymo_e2e/training/dfbe483156dcde727471ef2b6647007b_130.npz
589,a7f0dfd17442536d2ebcacaac18e99ca,train,training,right-turn,data/processed/waymo_e2e/training/a7f0dfd17442536d2ebcacaac18e99ca_152.npz
590,f6ab303f56516e0bab25415a2c52c303,train,training,right-turn,data/processed/waymo_e2e/training/f6ab303f56516e0bab25415a2c52c303_100.npz
591,19ab09823c6199e240dc0b8a0d9e77e6,train,training,straight,data/processed/waymo_e2e/training/19ab09823c6199e240dc0b8a0d9e77e6_131.npz
592,edfca8046ba8042ae69363693c6c94c7,train,training,left-turn,data/processed/waymo_e2e/training/edfca8046ba8042ae69363693c6c94c7_147.npz
593,3c49a2054fcbbfd8e186bbe2bdc7a2af,train,training,left-turn,data/processed/waymo_e2e/training/3c49a2054fcbbfd8e186bbe2bdc7a2af_143.npz
594,c8b97b9bc449551b8cf004e026dac6ab,train,training,right-turn,data/processed/waymo_e2e/training/c8b97b9bc449551b8cf004e026dac6ab_221.npz
595,051ce5c30a4149e2e888f391cd01a211,train,training,straight,data/processed/waymo_e2e/training/051ce5c30a4149e2e888f391cd01a211_30.npz
596,670234c5a12dd9c5331a87da871d7004,train,training,right-turn,data/processed/waymo_e2e/training/670234c5a12dd9c5331a87da871d7004_142.npz
597,af3d93ac2b96dbe21580fca517b1ab7e,train,training,right-turn,data/processed/waymo_e2e/training/af3d93ac2b96dbe21580fca517b1ab7e_124.npz
598,cb59e354cc3c99e4123a29966fac05e5,train,training,right-turn,data/processed/waymo_e2e/training/cb59e354cc3c99e4123a29966fac05e5_68.npz
599,6b8bd665bd359ba0dd9e243d54a319a5,train,training,straight,data/processed/waymo_e2e/training/6b8bd665bd359ba0dd9e243d54a319a5_31.npz
600,f5e2788604dd78aaddbd3cc7bdf34594,train,training,straight,data/processed/waymo_e2e/training/f5e2788604dd78aaddbd3cc7bdf34594_118.npz
601,80b0e0d68009de5d22abb1efa94720a5,train,training,straight,data/processed/waymo_e2e/training/80b0e0d68009de5d22abb1efa94720a5_105.npz
602,8bfe4ed8b2911c487510033244464da2,train,training,straight,data/processed/waymo_e2e/training/8bfe4ed8b2911c487510033244464da2_30.npz
603,9ca90fc638c0508a80db19896eb9b7b6,train,val,right-turn,data/processed/waymo_e2e/val/9ca90fc638c0508a80db19896eb9b7b6_10.npz
604,48938d756ec62f122598a77c004457af,train,val,right-turn,data/processed/waymo_e2e/val/48938d756ec62f122598a77c004457af_229.npz
605,acb36901a0e8e0e2702f86c04bb0bf33,train,training,straight,data/processed/waymo_e2e/training/acb36901a0e8e0e2702f86c04bb0bf33_85.npz
606,f4af235555fe56e0093c3c9c1c5452ab,train,val,straight,data/processed/waymo_e2e/val/f4af235555fe56e0093c3c9c1c5452ab_29.npz
607,78c4766a17f397ffadedd71e5050c125,train,training,right-turn,data/processed/waymo_e2e/training/78c4766a17f397ffadedd71e5050c125_210.npz
608,28db9cd6c222b1e25fc4665d41bb01ee,train,training,left-turn,data/processed/waymo_e2e/training/28db9cd6c222b1e25fc4665d41bb01ee_146.npz
609,0f6bdce16941d76efd0e722f27be84d4,train,training,left-turn,data/processed/waymo_e2e/training/0f6bdce16941d76efd0e722f27be84d4_92.npz
610,6d3c12cdc72a778a7b972bb4da7c0978,train,training,straight,data/processed/waymo_e2e/training/6d3c12cdc72a778a7b972bb4da7c0978_10.npz
611,271066d75dc73da3280e37021aa61fb9,train,training,left-turn,data/processed/waymo_e2e/training/271066d75dc73da3280e37021aa61fb9_79.npz
612,a2a6e1596f6f6e121db9721be8b12641,train,training,straight,data/processed/waymo_e2e/training/a2a6e1596f6f6e121db9721be8b12641_29.npz
613,f8735a7370584ed07275c59278f8a1d1,train,training,straight,data/processed/waymo_e2e/training/f8735a7370584ed07275c59278f8a1d1_30.npz
614,c9edb4730fc275a1442505c4ad1d8fe9,train,training,left-turn,data/processed/waymo_e2e/training/c9edb4730fc275a1442505c4ad1d8fe9_165.npz
615,fec0c6803fe96287eaa39ecf2bf9f198,train,training,straight,data/processed/waymo_e2e/training/fec0c6803fe96287eaa39ecf2bf9f198_30.npz
616,482e02b0e80f3904a89eeedc2d78ef10,train,training,straight,data/processed/waymo_e2e/training/482e02b0e80f3904a89eeedc2d78ef10_29.npz
617,0593b8a202e06059ec96f3d5941900d6,train,val,right-turn,data/processed/waymo_e2e/val/0593b8a202e06059ec96f3d5941900d6_87.npz
618,613af7870ed59792996dace2d4963573,train,training,left-turn,data/processed/waymo_e2e/training/613af7870ed59792996dace2d4963573_150.npz
619,aba7e870d6a1cc00bb132b8f18fd42cd,train,val,left-turn,data/processed/waymo_e2e/val/aba7e870d6a1cc00bb132b8f18fd42cd_190.npz
620,07536cb8f2c94b945b140531dfab6660,train,training,straight,data/processed/waymo_e2e/training/07536cb8f2c94b945b140531dfab6660_10.npz
621,5b315d8da05e580a0deefffd1ecae2c3,train,training,right-turn,data/processed/waymo_e2e/training/5b315d8da05e580a0deefffd1ecae2c3_60.npz
622,ed10d8b3707bf920fc25faa4943473ce,train,training,straight,data/processed/waymo_e2e/training/ed10d8b3707bf920fc25faa4943473ce_30.npz
623,aaba238855c1474525c5df7013e30cec,train,training,straight,data/processed/waymo_e2e/training/aaba238855c1474525c5df7013e30cec_29.npz
624,baf757ff205f9882e849c8f580a862bf,train,training,straight,data/processed/waymo_e2e/training/baf757ff205f9882e849c8f580a862bf_30.npz
625,82068b3a4dc901136677c7d9e131bc61,train,training,straight,data/processed/waymo_e2e/training/82068b3a4dc901136677c7d9e131bc61_31.npz
626,10216a7573b320c7479ecbedd9bddc85,train,training,straight,data/processed/waymo_e2e/training/10216a7573b320c7479ecbedd9bddc85_44.npz
627,9647e330b097b81ba4fc64c0bdf78141,train,training,straight,data/processed/waymo_e2e/training/9647e330b097b81ba4fc64c0bdf78141_121.npz
628,49bb55727211e0894a706795b212c5cd,train,training,straight,data/processed/waymo_e2e/training/49bb55727211e0894a706795b212c5cd_28.npz
629,eeb774e8800c8f04b78c487aa181cf64,train,training,right-turn,data/processed/waymo_e2e/training/eeb774e8800c8f04b78c487aa181cf64_211.npz
630,d31b335ea4632dcf4557d50e8c9993ba,train,training,straight,data/processed/waymo_e2e/training/d31b335ea4632dcf4557d50e8c9993ba_31.npz
631,877f27225e14c5b4305c055ddf210a85,train,training,left-turn,data/processed/waymo_e2e/training/877f27225e14c5b4305c055ddf210a85_30.npz
632,ce5b9f7b374dcbbae7655a1bcfdc05c2,train,training,right-turn,data/processed/waymo_e2e/training/ce5b9f7b374dcbbae7655a1bcfdc05c2_30.npz
633,de72b748c0db7c57c81acf1f8aa2345b,train,training,right-turn,data/processed/waymo_e2e/training/de72b748c0db7c57c81acf1f8aa2345b_197.npz
634,fb584490cd8183c5e747f6aa177a8a21,train,training,left-turn,data/processed/waymo_e2e/training/fb584490cd8183c5e747f6aa177a8a21_158.npz
635,0ec2897349e43bc659c6b0f8c2203c0e,train,training,left-turn,data/processed/waymo_e2e/training/0ec2897349e43bc659c6b0f8c2203c0e_29.npz
636,55d9b9803afcd5c026de6972629683c0,train,training,straight,data/processed/waymo_e2e/training/55d9b9803afcd5c026de6972629683c0_29.npz
637,e58ac76b4d6e46d2b0b6dd8be972ae9d,train,val,straight,data/processed/waymo_e2e/val/e58ac76b4d6e46d2b0b6dd8be972ae9d_10.npz
638,97146edf87c66f3db8e94fa62eb44c82,train,training,left-turn,data/processed/waymo_e2e/training/97146edf87c66f3db8e94fa62eb44c82_18.npz
639,d516e25bf3c0078a13663810f9d9e297,train,val,straight,data/processed/waymo_e2e/val/d516e25bf3c0078a13663810f9d9e297_11.npz
640,b55c6b8af0f4fbc79d6c75f4da05a1df,train,val,straight,data/processed/waymo_e2e/val/b55c6b8af0f4fbc79d6c75f4da05a1df_9.npz
641,cbb18151b7f7031107bd82c2543a1ee9,train,training,straight,data/processed/waymo_e2e/training/cbb18151b7f7031107bd82c2543a1ee9_30.npz
642,1007ae340e2f4f70f7b769a24e27a51d,train,training,straight,data/processed/waymo_e2e/training/1007ae340e2f4f70f7b769a24e27a51d_10.npz
643,606924060f4d8b8d78a4241f44af9d24,train,val,left-turn,data/processed/waymo_e2e/val/606924060f4d8b8d78a4241f44af9d24_146.npz
644,daeb6b01224335fac3f28974b53c32ec,train,val,straight,data/processed/waymo_e2e/val/daeb6b01224335fac3f28974b53c32ec_9.npz
645,b54d4faf7a4e1cdd8f9d1ccddf907b82,train,training,straight,data/processed/waymo_e2e/training/b54d4faf7a4e1cdd8f9d1ccddf907b82_29.npz
646,38a028785e6dc3dd4045edbcdcb81608,train,training,straight,data/processed/waymo_e2e/training/38a028785e6dc3dd4045edbcdcb81608_30.npz
647,d038ba77e601ca81233d0af39bb8bb05,train,training,straight,data/processed/waymo_e2e/training/d038ba77e601ca81233d0af39bb8bb05_29.npz
648,571d0d5a4d2504f52b72afda5e918ad8,train,training,right-turn,data/processed/waymo_e2e/training/571d0d5a4d2504f52b72afda5e918ad8_155.npz
649,274b8d3f06830d13f84d2f2b4e276f42,train,training,straight,data/processed/waymo_e2e/training/274b8d3f06830d13f84d2f2b4e276f42_9.npz
650,9b82f9c66ed4ee734f2c883e8dba3049,train,training,straight,data/processed/waymo_e2e/training/9b82f9c66ed4ee734f2c883e8dba3049_30.npz
651,9fcc91dfc9ae155c479e5ece162a08e6,train,val,right-turn,data/processed/waymo_e2e/val/9fcc91dfc9ae155c479e5ece162a08e6_10.npz
652,82a788aa8d0e911d173468d7a5679e76,train,val,right-turn,data/processed/waymo_e2e/val/82a788aa8d0e911d173468d7a5679e76_26.npz
653,d0d78abc89eea37621082b486eff2ced,train,training,straight,data/processed/waymo_e2e/training/d0d78abc89eea37621082b486eff2ced_9.npz
654,efa7e0ad98662d545b2e291723a715cc,train,training,straight,data/processed/waymo_e2e/training/efa7e0ad98662d545b2e291723a715cc_31.npz
655,c0843bc651a520f957e9d93d2557464e,train,val,right-turn,data/processed/waymo_e2e/val/c0843bc651a520f957e9d93d2557464e_74.npz
656,368a4d767bcf1f2111baf0c553bfc827,train,training,left-turn,data/processed/waymo_e2e/training/368a4d767bcf1f2111baf0c553bfc827_121.npz
657,dbd2d26c5b1193cb040d76852e5019ca,train,training,left-turn,data/processed/waymo_e2e/training/dbd2d26c5b1193cb040d76852e5019ca_155.npz
658,eec5ca1a6526cc8e9c1a035fff8c0194,train,val,left-turn,data/processed/waymo_e2e/val/eec5ca1a6526cc8e9c1a035fff8c0194_95.npz
659,ac12a3fcd33b7ca59c19c431238a097a,train,training,left-turn,data/processed/waymo_e2e/training/ac12a3fcd33b7ca59c19c431238a097a_32.npz
660,b27a68b83f5c97c382c5b0521308e048,train,training,right-turn,data/processed/waymo_e2e/training/b27a68b83f5c97c382c5b0521308e048_143.npz
661,779fcada5dfcddf8f9f554ba453e88ac,train,training,right-turn,data/processed/waymo_e2e/training/779fcada5dfcddf8f9f554ba453e88ac_129.npz
662,7778a955774e2e7fdbc59c4d0cdbe274,train,val,left-turn,data/processed/waymo_e2e/val/7778a955774e2e7fdbc59c4d0cdbe274_87.npz
663,705bc76b5e7d00e700c39268d308b8cc,train,training,straight,data/processed/waymo_e2e/training/705bc76b5e7d00e700c39268d308b8cc_29.npz
664,203edf7e1f4a845dba5e094283bc619c,train,training,right-turn,data/processed/waymo_e2e/training/203edf7e1f4a845dba5e094283bc619c_33.npz
665,07ad36e096511357c816e555ce8cd6aa,train,training,right-turn,data/processed/waymo_e2e/training/07ad36e096511357c816e555ce8cd6aa_158.npz
666,8ab72fabcff7aa42d2b1f5912e562049,train,training,straight,data/processed/waymo_e2e/training/8ab72fabcff7aa42d2b1f5912e562049_29.npz
667,7c41fefb572ce4f8c7e0377b3da6cede,train,training,straight,data/processed/waymo_e2e/training/7c41fefb572ce4f8c7e0377b3da6cede_30.npz
668,e4431764c1426de525da6dba4559e528,train,val,straight,data/processed/waymo_e2e/val/e4431764c1426de525da6dba4559e528_9.npz
