sequence_id,frame_id,npz_filename,filepath,day_night,first_frame_id,first_frame_brightness_score,scenario_cluster
22b0fb35afabd64fe6e86f4d4bce271e,29,22b0fb35afabd64fe6e86f4d4bce271e_29.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_29.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,30,22b0fb35afabd64fe6e86f4d4bce271e_30.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_30.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,31,22b0fb35afabd64fe6e86f4d4bce271e_31.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_31.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,32,22b0fb35afabd64fe6e86f4d4bce271e_32.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_32.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,33,22b0fb35afabd64fe6e86f4d4bce271e_33.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_33.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,34,22b0fb35afabd64fe6e86f4d4bce271e_34.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_34.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,35,22b0fb35afabd64fe6e86f4d4bce271e_35.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_35.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,36,22b0fb35afabd64fe6e86f4d4bce271e_36.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_36.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,37,22b0fb35afabd64fe6e86f4d4bce271e_37.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_37.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,38,22b0fb35afabd64fe6e86f4d4bce271e_38.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_38.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,39,22b0fb35afabd64fe6e86f4d4bce271e_39.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_39.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,40,22b0fb35afabd64fe6e86f4d4bce271e_40.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_40.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,41,22b0fb35afabd64fe6e86f4d4bce271e_41.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_41.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,42,22b0fb35afabd64fe6e86f4d4bce271e_42.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_42.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,43,22b0fb35afabd64fe6e86f4d4bce271e_43.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_43.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,44,22b0fb35afabd64fe6e86f4d4bce271e_44.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_44.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,45,22b0fb35afabd64fe6e86f4d4bce271e_45.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_45.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,46,22b0fb35afabd64fe6e86f4d4bce271e_46.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_46.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,47,22b0fb35afabd64fe6e86f4d4bce271e_47.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_47.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,48,22b0fb35afabd64fe6e86f4d4bce271e_48.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_48.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,49,22b0fb35afabd64fe6e86f4d4bce271e_49.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_49.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,50,22b0fb35afabd64fe6e86f4d4bce271e_50.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_50.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,51,22b0fb35afabd64fe6e86f4d4bce271e_51.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_51.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,52,22b0fb35afabd64fe6e86f4d4bce271e_52.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_52.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,53,22b0fb35afabd64fe6e86f4d4bce271e_53.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_53.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,54,22b0fb35afabd64fe6e86f4d4bce271e_54.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_54.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,55,22b0fb35afabd64fe6e86f4d4bce271e_55.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_55.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,56,22b0fb35afabd64fe6e86f4d4bce271e_56.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_56.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,57,22b0fb35afabd64fe6e86f4d4bce271e_57.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_57.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,58,22b0fb35afabd64fe6e86f4d4bce271e_58.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_58.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,59,22b0fb35afabd64fe6e86f4d4bce271e_59.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_59.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,60,22b0fb35afabd64fe6e86f4d4bce271e_60.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_60.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,61,22b0fb35afabd64fe6e86f4d4bce271e_61.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_61.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,62,22b0fb35afabd64fe6e86f4d4bce271e_62.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_62.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,63,22b0fb35afabd64fe6e86f4d4bce271e_63.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_63.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,64,22b0fb35afabd64fe6e86f4d4bce271e_64.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_64.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,65,22b0fb35afabd64fe6e86f4d4bce271e_65.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_65.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,66,22b0fb35afabd64fe6e86f4d4bce271e_66.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_66.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,67,22b0fb35afabd64fe6e86f4d4bce271e_67.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_67.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,68,22b0fb35afabd64fe6e86f4d4bce271e_68.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_68.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,69,22b0fb35afabd64fe6e86f4d4bce271e_69.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_69.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,70,22b0fb35afabd64fe6e86f4d4bce271e_70.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_70.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,71,22b0fb35afabd64fe6e86f4d4bce271e_71.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_71.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,72,22b0fb35afabd64fe6e86f4d4bce271e_72.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_72.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,73,22b0fb35afabd64fe6e86f4d4bce271e_73.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_73.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,74,22b0fb35afabd64fe6e86f4d4bce271e_74.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_74.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,75,22b0fb35afabd64fe6e86f4d4bce271e_75.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_75.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,76,22b0fb35afabd64fe6e86f4d4bce271e_76.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_76.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,77,22b0fb35afabd64fe6e86f4d4bce271e_77.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_77.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,78,22b0fb35afabd64fe6e86f4d4bce271e_78.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_78.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,79,22b0fb35afabd64fe6e86f4d4bce271e_79.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_79.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,80,22b0fb35afabd64fe6e86f4d4bce271e_80.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_80.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,81,22b0fb35afabd64fe6e86f4d4bce271e_81.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_81.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,82,22b0fb35afabd64fe6e86f4d4bce271e_82.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_82.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,83,22b0fb35afabd64fe6e86f4d4bce271e_83.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_83.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,84,22b0fb35afabd64fe6e86f4d4bce271e_84.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_84.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,85,22b0fb35afabd64fe6e86f4d4bce271e_85.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_85.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,86,22b0fb35afabd64fe6e86f4d4bce271e_86.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_86.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,87,22b0fb35afabd64fe6e86f4d4bce271e_87.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_87.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,88,22b0fb35afabd64fe6e86f4d4bce271e_88.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_88.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,89,22b0fb35afabd64fe6e86f4d4bce271e_89.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_89.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,90,22b0fb35afabd64fe6e86f4d4bce271e_90.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_90.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,91,22b0fb35afabd64fe6e86f4d4bce271e_91.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_91.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,92,22b0fb35afabd64fe6e86f4d4bce271e_92.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_92.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,93,22b0fb35afabd64fe6e86f4d4bce271e_93.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_93.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,94,22b0fb35afabd64fe6e86f4d4bce271e_94.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_94.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,95,22b0fb35afabd64fe6e86f4d4bce271e_95.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_95.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,96,22b0fb35afabd64fe6e86f4d4bce271e_96.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_96.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,97,22b0fb35afabd64fe6e86f4d4bce271e_97.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_97.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,98,22b0fb35afabd64fe6e86f4d4bce271e_98.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_98.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,99,22b0fb35afabd64fe6e86f4d4bce271e_99.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_99.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,100,22b0fb35afabd64fe6e86f4d4bce271e_100.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_100.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,101,22b0fb35afabd64fe6e86f4d4bce271e_101.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_101.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,102,22b0fb35afabd64fe6e86f4d4bce271e_102.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_102.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,103,22b0fb35afabd64fe6e86f4d4bce271e_103.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_103.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,104,22b0fb35afabd64fe6e86f4d4bce271e_104.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_104.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,105,22b0fb35afabd64fe6e86f4d4bce271e_105.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_105.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,106,22b0fb35afabd64fe6e86f4d4bce271e_106.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_106.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,107,22b0fb35afabd64fe6e86f4d4bce271e_107.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_107.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,108,22b0fb35afabd64fe6e86f4d4bce271e_108.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_108.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,109,22b0fb35afabd64fe6e86f4d4bce271e_109.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_109.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,110,22b0fb35afabd64fe6e86f4d4bce271e_110.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_110.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,111,22b0fb35afabd64fe6e86f4d4bce271e_111.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_111.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,112,22b0fb35afabd64fe6e86f4d4bce271e_112.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_112.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,113,22b0fb35afabd64fe6e86f4d4bce271e_113.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_113.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,114,22b0fb35afabd64fe6e86f4d4bce271e_114.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_114.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,115,22b0fb35afabd64fe6e86f4d4bce271e_115.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_115.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,116,22b0fb35afabd64fe6e86f4d4bce271e_116.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_116.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,117,22b0fb35afabd64fe6e86f4d4bce271e_117.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_117.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,118,22b0fb35afabd64fe6e86f4d4bce271e_118.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_118.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,119,22b0fb35afabd64fe6e86f4d4bce271e_119.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_119.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,120,22b0fb35afabd64fe6e86f4d4bce271e_120.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_120.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,121,22b0fb35afabd64fe6e86f4d4bce271e_121.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_121.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,122,22b0fb35afabd64fe6e86f4d4bce271e_122.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_122.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,123,22b0fb35afabd64fe6e86f4d4bce271e_123.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_123.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,124,22b0fb35afabd64fe6e86f4d4bce271e_124.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_124.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,125,22b0fb35afabd64fe6e86f4d4bce271e_125.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_125.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,126,22b0fb35afabd64fe6e86f4d4bce271e_126.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_126.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,127,22b0fb35afabd64fe6e86f4d4bce271e_127.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_127.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,128,22b0fb35afabd64fe6e86f4d4bce271e_128.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_128.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,129,22b0fb35afabd64fe6e86f4d4bce271e_129.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_129.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,130,22b0fb35afabd64fe6e86f4d4bce271e_130.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_130.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,131,22b0fb35afabd64fe6e86f4d4bce271e_131.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_131.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,132,22b0fb35afabd64fe6e86f4d4bce271e_132.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_132.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,133,22b0fb35afabd64fe6e86f4d4bce271e_133.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_133.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,134,22b0fb35afabd64fe6e86f4d4bce271e_134.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_134.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,135,22b0fb35afabd64fe6e86f4d4bce271e_135.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_135.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,136,22b0fb35afabd64fe6e86f4d4bce271e_136.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_136.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,137,22b0fb35afabd64fe6e86f4d4bce271e_137.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_137.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,138,22b0fb35afabd64fe6e86f4d4bce271e_138.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_138.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,139,22b0fb35afabd64fe6e86f4d4bce271e_139.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_139.npz,day,10,0.7420349,Single-Lane Maneuvers
22b0fb35afabd64fe6e86f4d4bce271e,140,22b0fb35afabd64fe6e86f4d4bce271e_140.npz,..\data\processed\waymo_e2e\val\22b0fb35afabd64fe6e86f4d4bce271e_140.npz,day,10,0.7420349,Single-Lane Maneuvers
